Service ID,Service Name,First URL,Terms URL,Privacy URL,Point Text,Point Weight,Point Rating
1946,Telegram,telegram.org,https://telegram.org/tos,https://telegram.org/privacy,User logs are deleted after a finite period of time,80,good
1946,Telegram,telegram.org,https://telegram.org/tos,https://telegram.org/privacy,The service refers users to external documents for more information,10,neutral
1946,Telegram,telegram.org,https://telegram.org/tos,https://telegram.org/privacy,The service provides two factor authentication for your account,25,good
1946,Telegram,telegram.org,https://telegram.org/tos,https://telegram.org/privacy,Blocking first party cookies may limit your ability to use the service,50,neutral
1946,Telegram,telegram.org,https://telegram.org/tos,https://telegram.org/privacy," Terms may be changed any time at their discretion, without notice to the user ",70,bad
1946,Telegram,telegram.org,https://telegram.org/tos,https://telegram.org/privacy,This service does not sell your personal data,25,good
1946,Telegram,telegram.org,https://telegram.org/tos,https://telegram.org/privacy,This service allows you to retrieve an archive of your data,40,good
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,"Users should revisit the terms periodically, although in case of material changes, the service will notify",50,neutral
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,This service does not sell your personal data,25,good
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,This service assumes no liability for any losses or damages resulting from any matter relating to the service,50,neutral
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,IP addresses of website visitors are not tracked,50,good
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,The service will resist legal requests for user information where reasonably possible,60,good
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",30,neutral
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,This service does not track you,100,good
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,The service is provided 'as is' and to be used at the users' sole risk,20,neutral
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,"Users agree not to submit libelous, harassing or threatening content",20,neutral
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,Your personal data is used for limited purposes,60,good
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,You have the right to leave this service at any time,15,good
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,This service does not guarantee that it or the products obtained through it meet the users' expectations or requirements,0,neutral
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,"User-generated content is encrypted, and this service cannot decrypt it",50,good
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,The service does not use third-party analytics or tracking platforms,25,good
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,Your personal data is aggregated into statistics,10,neutral
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,The terms for this service are translated into different languages,0,neutral
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,This service provides an onion site accessible over Tor,40,good
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,The service can delete your account without prior notice and without a reason,60,bad
327,RiseUp.net,riseup.net,https://riseup.net/en/about-us/policy/tos,https://riseup.net/en/about-us/policy/privacy-policy,The service does not share user information with third parties,50,good
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,There is a date of the last update of the terms,50,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,10,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,10,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,You are responsible for maintaining the security of your account and for the activities on your account,10,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,The service does not guarantee accuracy or reliability of the information provided,10,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,A free help desk is provided,10,good
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",50,bad
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,This service ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.,0,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,Blocking first party cookies may limit your ability to use the service,50,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,You can opt out of targeted advertising,25,good
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,First-party cookies are used,10,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,Third parties are involved in operating the service,0,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,The service informs you that its privacy policy does not apply to third party websites,10,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,"The terms may be changed at any time, but you will receive notification of the changes",0,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,Information is provided about how your personal data is used,30,good
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",30,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,Private messages can be read,70,blocker
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,Third-party cookies are used for advertising,70,bad
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,Many different types of personal data are collected,70,bad
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,There is a date of the last update of the agreements,50,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,Third-party cookies are used for statistics,10,bad
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,The service informs you that its privacy policy does not apply to third party websites,10,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,You must report to the service any unauthorized use of your account or any breach of security,10,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,"Spidering, crawling, or accessing the site through any automated means is not allowed",20,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,50,bad
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,You authorise the service to charge a credit card supplied on re-occurring basis,50,neutral
511,MyAnimeList,myanimelist.net,,https://myanimelist.net/about/privacy_policy,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",60,neutral
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,This service allows you to retrieve an archive of your data,40,good
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,This service ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.,0,neutral
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",50,bad
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,"The service may change its terms at any time, but the user will receive notification of the changes.",0,neutral
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,This service requires first-party cookies,10,neutral
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,This service holds onto content that you've deleted,30,blocker
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,The service informs users that its privacy policy does not apply to third party websites,10,neutral
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,Third parties used by the service are bound by confidentiality obligations,20,good
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,You can limit how your information is used by third-parties and the service,50,good
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,This service may use your personal information for marketing purposes,50,bad
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,The service uses social media cookies/pixels,50,bad
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,Blocking first party cookies may limit your ability to use the service,50,neutral
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,The service provides information about how they intend to use your personal data,30,good
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,This service collects your IP address for location use,0,neutral
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,You can opt out of promotional communications,10,good
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,This service can share your personal information to third parties ,70,bad
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,The service provides information about how they collect personal data,50,good
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,The service reviews its privacy policy on a regular basis,30,good
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,The service will only respond to government requests that are reasonable,30,good
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,This service receives your location through GPS coordinates,45,bad
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,Your profile is combined across various products,50,bad
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,The service provides details about what kinds of personal information they collect,30,good
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,This service employs separate policies for different parts of the service,0,neutral
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,This service is only available to users over a certain age,15,neutral
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,Users agree not to use the service for illegal purposes,10,neutral
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,"Instead of asking directly, this Service will assume your consent merely from your usage.",50,bad
230,PayPal,paypal.com,,https://www.paypal.com/us/webapps/mpp/ua/privacy-full,This service does not force users into binding arbitration,50,good
